fid,X,FECHA,HORA,MES,N,UBICACION,CRUCE,UBICACION_CRUCE,NUCLEO,ALCOHOLEMIA,GRAVEDAD,HERIDO_HOSP-24,HERIDO_HOSP+24,FALLECIDOS,ALCANCE,ATROPELLO,CAIDA,CHOQUE,COLISION,MARCHA_ATRAS,SALIDA_DE_VIA,SIN_CLASIF,VUELCO,AUTOR_DESC,N_VEHÍC,TURISMO,FURGON,CAMION,AUTOBUS,MOTOCICLET,CICLOMOTOR,BICICLETA,VMP,PEATON,ANIMAL,OTROS,DIA_SEMANA,DESNIVEL,TIPO_VIA,SENTIDO_UNICO,CARRILES_SENTIDO,VELOCIDAD_TRAMO,AÑO,Horario_Sol_AMANECER,Horario_Sol_OCASO,Aemet_prec
"63",2.4789115,2020/02/07,16:00:00,FEBRERO,,PORT ADRIANO,FALSO,,EL TORO,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:52,18:16,"0,0"
"64",2.4779439,2020/02/10,16:00:00,FEBRERO,"20",CL REI FERRAN II,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:48,18:19,"0,0"
"65",2.5681557,2020/02/10,15:50:00,FEBRERO,,CL ANTONI M. ALCOVER,FALSO,,COSTA DEN BLANES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:48,18:19,"0,0"
"66",2.5399652,2020/02/11,09:30:00,FEBRERO,,CL MESTRE NICOLAU,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:47,18:20,"0,0"
"67",2.490025,2020/02/12,09:00:00,FEBRERO,,PZ JARDI,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:46,18:22,"0,0"
"68",2.4739338,2020/02/13,10:30:00,FEBRERO,,CL MONGES,FALSO,,ES CAPDELLA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:45,18:23,"0,0"
"69",2.4591939,2020/02/13,13:15:00,FEBRERO,"6",CL ISAAC ALBENIZ,FALSO,,PAGUERA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:45,18:23,"0,0"
"70",2.5073098,2020/02/13,18:00:00,FEBRERO,"2",CL PELICA,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:45,18:23,"0,0"
"71",2.4659032,2020/02/14,15:33:00,FEBRERO,"8",CL FRANCISCO DE GOYA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:44,18:24,"0,0"
"72",2.4878742,2020/02/15,11:45:00,FEBRERO,,AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"2","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:42,18:25,"0,0"
"73",2.5400653,2020/02/15,11:35:00,FEBRERO,"5",CL CORDOVA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:42,18:25,"0,0"
"74",2.5756982,2020/02/15,09:50:00,FEBRERO,"1",CL LLUNA,FALSO,,PORTALS NOUS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:42,18:25,"0,0"
"75",2.4599817,2020/02/15,18:40:00,FEBRERO,"19",GV MALGRATS,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:42,18:25,"0,0"
"76",2.5051211,2020/02/15,16:10:00,FEBRERO,,CL GIRFALC,VERDADERO,CL CAN FERRER,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:42,18:25,"0,0"
"77",2.5130738,2020/02/16,18:20:00,FEBRERO,,CR CALA FIGUERA,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:41,18:26,"0,0"
"78",2.5405515,2020/02/16,13:05:00,FEBRERO,"6",CL CORDOVA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:41,18:26,"0,0"
"79",2.5033524,2020/02/16,00:00:00,FEBRERO,"59",CL OCELL PARADIS,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:41,18:26,"0,0"
"80",2.5180018,2020/02/16,03:10:00,FEBRERO,,CR MAGALUF-S.PONSA,FALSO,,SA PORRASSA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:41,18:26,"0,0"
"81",2.4791156,2020/02/17,12:00:00,FEBRERO,,AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:40,18:27,"0,0"
"82",2.4896646,2020/02/17,16:20:00,FEBRERO,,PZ JARDI,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:40,18:27,"0,0"
"83",2.5434199,2020/02/18,21:20:00,FEBRERO,"15",CL MALAGA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:39,18:29,"0,0"
"84",2.4768668,2020/02/18,16:50:00,FEBRERO,"17",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:39,18:29,"0,0"
"85",2.5334533,2020/02/19,12:55:00,FEBRERO,"17",CL MIQUEL SANTS OLIV,FALSO,,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:37,18:30,"0,0"
"86",2.504607,2020/02/19,17:38:00,FEBRERO,"4",CL ASTOR,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:37,18:30,"0,0"
"87",2.5084479,2020/02/19,14:55:00,FEBRERO,"51",CL VALENCIA,FALSO,,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:37,18:30,"0,0"
"88",2.4744878,2020/02/20,23:00:00,FEBRERO,"49",AV MAR,FALSO,,COSTA DE LA CALMA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:36,18:31,"0,0"
"89",2.4881996,2020/02/21,13:20:00,FEBRERO,"122",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:35,18:32,"0,0"
"90",2.5175278,2020/02/22,17:10:00,FEBRERO,,CR CALA FIGUERA,FALSO,,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:33,18:33,"0,0"
"91",2.4540984,2020/02/22,04:00:00,FEBRERO,"57",AV PEGUERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:33,18:33,"0,0"
"92",2.5968077,2020/02/22,20:00:00,FEBRERO,"1",CR ANDRATX,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:33,18:33,"0,0"
"93",2.4811064,2020/02/23,19:00:00,FEBRERO,"12",GV PUIG DE GALATZO,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:32,18:34,"0,0"
"94",2.4664496,2020/02/24,16:45:00,FEBRERO,"4",CL NIU D'AGUILES,FALSO,,ES CAPDELLA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"95",2.5078058,2020/02/24,06:15:00,FEBRERO,"67",CL MAJOR,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"96",2.490378,2020/02/24,07:00:00,FEBRERO,,AV SANTA PONSA,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"97",2.4513326,2020/02/24,10:30:00,FEBRERO,"3",CL PINS,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"98",2.4549642,2020/02/24,12:30:00,FEBRERO,"1",CL PLATJA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"99",2.4699771,2020/02/24,08:21:00,FEBRERO,,GV PENYES ROTGES,VERDADERO,CL MURILLO,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:31,18:35,"0,0"
"100",2.5776853,2020/02/25,09:45:00,FEBRERO,"17",CL FRANCESC PI I MAR,FALSO,,PORTALS NOUS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"3",,,,,,"2020",07:29,18:36,"0,0"
"101",2.5230769,2020/02/26,13:00:00,FEBRERO,,CM PORRASSA,VERDADERO,PASSEIG CALVIA,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:28,18:38,"0,0"
"102",2.5328059,2020/02/26,09:00:00,FEBRERO,"4",CL PARIS,FALSO,,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:28,18:38,"0,0"
"103",2.4735109,2020/02/27,10:40:00,FEBRERO,,HOTEL MARITIM GALATZO,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:26,18:39,"0,0"
"104",2.5048103,2020/02/27,16:20:00,FEBRERO,,CL XORIGUER,VERDADERO,CL GIRFALC,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:26,18:39,"0,0"
"105",2.535945,2020/02/28,13:55:00,FEBRERO,"4",CL MESTRE NICOLAU,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:25,18:40,"0,0"
"106",2.5942379,2020/03/01,11:30:00,MARZO,"20",CL BARRANC,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:22,18:42,"1,3"
"107",2.4706158,2020/03/03,10:30:00,MARZO,"13",GV REINA CONSTANZA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:19,18:44,"0,0"
"108",2.4828328,2020/03/03,10:00:00,MARZO,,PZ SANTA PONSA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:19,18:44,"0,0"
"109",2.4395478,2020/03/03,08:50:00,MARZO,,CL SAVINA,VERDADERO,CL LLORER,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:19,18:44,"0,0"
"110",2.567654,2020/03/04,10:45:00,MARZO,"4",CL MIGUEL DE CERVANT,FALSO,,COSTA DEN BLANES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:17,18:45,"0,0"
"111",2.4687624,2020/03/05,15:10:00,MARZO,"7",CL MIGJORN,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"5",,,,,,"2020",07:16,18:46,"0,0"
"112",2.4734544,2020/03/06,06:55:00,MARZO,"5",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:14,18:47,"0,0"
"113",2.4467472,2020/03/06,09:45:00,MARZO,"2",CL BELL TURO,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:14,18:47,"0,0"
"114",2.4874156,2020/03/07,07:55:00,MARZO,,AV GOLF,VERDADERO,AV SANTA PONSA,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:13,18:48,"0,0"
"115",2.4695692458333,2020/03/08,15:25:00,MARZO,"16",AV MAR,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:11,18:49,"0,0"
"116",2.5044877,2020/03/08,12:30:00,MARZO,"4",CL MAJOR,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",07:11,18:49,"0,0"
"117",2.4823879,2020/03/09,14:00:00,MARZO,"2",GV PUIG MAJOR,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:10,18:50,"0,0"
"118",2.5047579,2020/03/09,09:55:00,MARZO,"21",CL CAN FERRER,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:10,18:50,"0,0"
"119",2.56589782083419,2020/03/09,21:50:00,MARZO,"5",CL BENITO J. FEIJOO,FALSO,,COSTA DEN BLANES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:10,18:50,"0,0"
"120",2.5391062,2020/03/09,12:00:00,MARZO,"5",CL MIQUEL SANTS OLIV,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",07:10,18:50,"0,0"
"121",2.4784286,2020/03/10,12:10:00,MARZO,"26",CL NUNYO SANZ,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:08,18:52,"0,0"
"122",2.5382584,2020/03/10,10:28:00,MARZO,"1",CL JOAN ALCOVER,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",07:08,18:52,"0,0"
"123",2.47343851134616,2020/03/11,20:40:00,MARZO,,CL RAMON DE MONTCADA,VERDADERO,CL NUNYO SANZ,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:07,18:53,"0,0"
"124",2.4872753,2020/03/11,15:55:00,MARZO,,CL RAMON DE MONTCADA,VERDADERO,VI BARTOLOME ROSSELL,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",07:07,18:53,"0,0"
